order;Clone;Pop
10;Amarela-DSL;RM
11;Amarelinha;RM
12;AP;RM
13;Baiana;RM
4073;Cacau-01-CC;RM
4074;Cacau-03-VNI;RM
4075;Cacau-AC;RM
4076;Cacau-amarela;RM
4077;Cacau-amarela-03-VNI;RM
4078;Cacau-branca;RM
4079;Cacau-branca(CCAufes);RM
4080;Cacau-comum-CC;RM
4081;Cacau-comum-SI;RM
4082;Cacau-fogo;RM
4083;Cacau-J;RM
4084;Cacau-Je;RM
4085;Cacau-Nova-Aymores;RM
4086;Cacau-roxa-CC;RM
4087;Cacau-vermelha;RM
4088;Cacauzinha-Ar;RM
4089;Cacauzinha-SM;RM
4090;Caipira-RA;RM
4091;Cana-Verde;RM
4092;Canelinha;RM
4093;Canoua-VNI;RM
4094;Carioquinha;RM
4095;BGM-2094;RM
4096;Ceasa-SOO-1;RM
4097;Cenoura-Ar;RM
4098;Chips-Nova-Aymores;RM
4099;ciganaPreta2;RM
4100;CL-Acre;RM
4101;CL-Rangel;RM
4102;Conquista-1;RM
4103;Conquista-2;RM
4104;corrente;RM
4105;CPAFRO-03;RM
4106;CPAFRO-04;RM
4107;CPAFRO-05;RM
4108;CPAFRO-08;RM
4109;CPAFRO-09;RM
4110;CPAFRO-12;RM
4111;CPAFRO-13;RM
4112;CPAFRO-15;RM
4113;CPAFRO-16;RM
4114;CPAFRO-18;RM
4115;CPAFRO-21;RM
4116;CPAFRO-24;RM
4117;CPAFRO-27;RM
4118;CPAFRO-28;RM
4119;CPAFRO-35;RM
4120;CPAFRO-40;RM
4121;CPAFRO-06;RM
4122;CPAFRO-07;RM
4123;CPAFRO-29;RM
4124;CPAFRO-33;RM
4125;CPAFRO-42;RM
4126;CPAFRO-43;RM
4127;ECU72;RM
4128;Eucalipto(1);RM
4129;Eucalipto-Nova-Aymores;RM
4130;Folha-Fina;RM
4131;Gilmar-1;RM
4132;Guela-de-Jacu;RM
4133;IAC-576(1);RM
4134;Ident-CCA;RM
4135;Inajazinha;RM
4136;Inca;RM
4137;Jacona;RM
4138;Joao-Florestal-1;RM
4139;Joao-Florestal-10;RM
4140;Joao-Florestal-2;RM
4141;Joao-Florestal-3;RM
4142;Joao-Florestal-4;RM
4143;Joao-Florestal-5;RM
4144;Joao-Florestal-6;RM
4145;Joao-Florestal-7;RM
4146;Joao-Florestal-8;RM
4147;Joao-Florestal-9;RM
4148;Mandioca-01-AC;RM
4149;Mandioca-02-AC;RM
4150;Mandioca-rosa;RM
4151;Manteiga;RM
4152;Manteiga-aldeia;RM
4153;Manteiga-amarela;RM
4154;Manteiga-Nova-Aymores;RM
4155;Manteiga-SOO-1;RM
4156;BGM-2291;RM
4157;Manzhitil?;RM
4158;Maragojipe;RM
4159;Nid-1;RM
4160;Nid-2;RM
4161;Nid-3;RM
4162;Nid-4;RM
4163;Nid-5;RM
4164;Pampinha;RM
4165;Pao-do-Chile-PI;RM
4166;Pao-do-Chile-SM;RM
4167;Pao-do-China;RM
4168;Platina;RM
4169;Racha-terra;RM
4170;Rangel-Fadel;RM
4171;Retori;RM
4172;Rosinha;RM
4173;Roxinha-SM;RM
4174;Roxona;RM
4175;RR0065;RM
4176;Santa-Rita-Sapucaia;RM
4177;Sao-Francisco-de-Paula;RM
4178;SE-08;RM
4179;SE-09;RM
4180;BGM-2355;RM
4181;BGM-2356;RM
4182;BGM-2357;RM
4183;Secundina;RM
4184;Tailandesa;RM
4185;Uberlandia-2;RM
4186;Uberlandia-3;RM
4187;Vassourinha-branca;RM
4188;Vassourinha(CCAufes);RM
4189;01-Domingos-Martins;RM
4190;03-DM;RM
4191;04-UFES;RM
4192;05-DM-so-fritar;RM
4193;05-Macaxeira;RM
4194;10-DM;RM
4195;11-Conquista-2;RM
4196;12-DM;RM
4197;BR-11-24-156;RM
4198;BR-11-34-41;RM
4199;BR-11-34-45;RM
4200;BR-11-34-64;RM
4201;BR-11-34-69;RM
4202;2019g-04-01;RM
4203;2019g-04-03;RM
4204;2019g-04-04;RM
4205;2019g-04-06;RM
4206;2019g-05-01;RM
4207;2019g-05-02;RM
4208;2019g-05-03;RM
4209;2019g-05-04;RM
4210;2019g-05-05;RM
4211;2019g-05-06;RM
4212;2019g-05-07;RM
4213;2019g-05-08;RM
4214;2019g-05-09;RM
4215;2019g-05-11;RM
4216;2019g-05-12;RM
4217;2019g-05-13;RM
4218;2019g-05-15;RM
4219;2019g-05-16;RM
4220;2019g-05-17;RM
4221;359-09;RM
4222;5-minutos-SOO-1;RM
4223;7909-04;RM
4224;7909-05;RM
4225;BGM-2123;RM
