Accession	Female_Parent	Male_Parent	Cross_Type
BR-18-112-04	BGM-0756	BGM-0284	biparental
BR-18-113-01	BGM-0935	BGM-2025	biparental
BR-18-113-02	BGM-0935	BGM-2025	biparental
BR-18-114-01	BGM-0935	BGM-0463	biparental
BR-18-114-02	BGM-0935	BGM-0463	biparental
BR-18-114-03	BGM-0935	BGM-0463	biparental
BR-18-115-01	BGM-0935	BGM-0941	biparental
BR-18-115-02	BGM-0935	BGM-0941	biparental
BR-18-115-03	BGM-0935	BGM-0941	biparental
BR-18-115-04	BGM-0935	BGM-0941	biparental
BR-18-115-05	BGM-0935	BGM-0941	biparental
BR-18-115-06	BGM-0935	BGM-0971	biparental
BR-18-116-02	BGM-0935	BGM-1143	biparental
BR-18-116-03	BGM-0935	BGM-1143	biparental
BR-18-116-04	BGM-0935	BGM-1143	biparental
BR-18-116-05	BGM-0935	BGM-1143	biparental
BR-18-116-06	BGM-0935	BGM-1143	biparental
BR-18-117-01	BGM-0935	BGM-1422	biparental
BR-18-118-01	BGM-0946	BGM-0935	biparental
BR-18-118-02	BGM-0946	BGM-0935	biparental
BR-18-118-03	BGM-0946	BGM-0935	biparental
BR-18-118-04	BGM-0946	BGM-0935	biparental
BR-18-119-01	BGM-0958	BGM-0061	biparental
BR-18-119-02	BGM-0958	BGM-0061	biparental
BR-18-119-03	BGM-0958	BGM-0061	biparental
BR-18-119-04	BGM-0958	BGM-0061	biparental
BR-18-119-05	BGM-0958	BGM-0061	biparental
BR-18-120-02	BGM-0958	BGM-0162	biparental
BR-18-120-03	BGM-0958	BGM-0162	biparental
BR-18-120-04	BGM-0958	BGM-0162	biparental
BR-18-120-05	BGM-0958	BGM-0162	biparental
BR-18-120-06	BGM-0958	BGM-0162	biparental
BR-18-120-07	BGM-0958	BGM-0162	biparental
BR-18-120-08	BGM-0958	BGM-0162	biparental
BR-18-121-02	BGM-0958	BGM-1146	biparental
BR-18-121-03	BGM-0958	BGM-1146	biparental
BR-18-121-04	BGM-0958	BGM-1146	biparental
BR-18-121-05	BGM-0958	BGM-1146	biparental
BR-18-121-07	BGM-0958	BGM-1146	biparental
BR-18-121-08	BGM-0958	BGM-1146	biparental
BR-18-121-09	BGM-0958	BGM-1146	biparental
BR-18-121-10	BGM-0958	BGM-1146	biparental
BR-18-121-11	BGM-0958	BGM-1146	biparental
BR-18-121-12	BGM-0958	BGM-1146	biparental
BR-18-121-13	BGM-0958	BGM-1146	biparental
BR-18-121-14	BGM-0958	BGM-1146	biparental
BR-18-121-15	BGM-0958	BGM-1146	biparental
BR-18-121-16	BGM-0958	BGM-1146	biparental
BR-18-121-17	BGM-0958	BGM-1146	biparental
BR-18-121-18	BGM-0958	BGM-1146	biparental
BR-18-122-01	BGM-0958	BGM-1160	biparental
BR-18-123-01	BGM-0958	BGM-1413	biparental
BR-18-123-02	BGM-0958	BGM-1413	biparental
BR-18-123-03	BGM-0958	BGM-1413	biparental
BR-18-123-04	BGM-0958	BGM-1413	biparental
BR-18-123-05	BGM-0958	BGM-1413	biparental
BR-18-124-01	BGM-0968	BGM-1819	biparental
BR-18-124-02	BGM-0968	BGM-1819	biparental
BR-18-124-03	BGM-0968	BGM-1819	biparental
BR-18-124-04	BGM-0968	BGM-1819	biparental
BR-18-124-05	BGM-0968	BGM-1819	biparental
BR-18-124-07	BGM-0968	BGM-1819	biparental
BR-18-124-08	BGM-0968	BGM-1819	biparental
BR-18-124-09	BGM-0968	BGM-1819	biparental
BR-18-124-11	BGM-0968	BGM-1819	biparental
BR-18-124-12	BGM-0968	BGM-1819	biparental
BR-18-124-13	BGM-0968	BGM-1819	biparental
BR-18-124-14	BGM-0968	BGM-1819	biparental
BR-18-124-15	BGM-0968	BGM-1819	biparental
BR-18-124-16	BGM-0968	BGM-1819	biparental
BR-18-124-17	BGM-0968	BGM-1819	biparental
BR-18-124-20	BGM-0968	BGM-1819	biparental
BR-18-124-21	BGM-0968	BGM-1819	biparental
BR-18-124-22	BGM-0968	BGM-1819	biparental
BR-18-124-23	BGM-0968	BGM-1819	biparental
BR-18-124-24	BGM-0968	BGM-1819	biparental
BR-18-124-25	BGM-0968	BGM-1819	biparental
BR-18-124-26	BGM-0968	BGM-1819	biparental
BR-18-124-28	BGM-0968	BGM-1819	biparental
BR-18-124-29	BGM-0968	BGM-1819	biparental
BR-18-124-31	BGM-0968	BGM-1819	biparental
BR-18-124-32	BGM-0968	BGM-1819	biparental
BR-18-124-33	BGM-0968	BGM-1819	biparental
BR-18-124-34	BGM-0968	BGM-1819	biparental
BR-18-124-37	BGM-0968	BGM-1819	biparental
BR-18-124-39	BGM-0968	BGM-1819	biparental
BR-18-124-40	BGM-0968	BGM-1819	biparental
BR-18-124-41	BGM-0968	BGM-1819	biparental
BR-18-124-43	BGM-0968	BGM-1819	biparental
BR-18-124-44	BGM-0968	BGM-1819	biparental
BR-18-124-46	BGM-0968	BGM-1819	biparental
BR-18-124-47	BGM-0968	BGM-1819	biparental
BR-18-124-48	BGM-0968	BGM-1819	biparental
BR-18-124-49	BGM-0968	BGM-1819	biparental
BR-18-124-50	BGM-0968	BGM-1819	biparental
BR-18-124-51	BGM-0968	BGM-1819	biparental
BR-18-124-52	BGM-0968	BGM-1819	biparental
BR-18-124-53	BGM-0968	BGM-1819	biparental
BR-18-124-54	BGM-0968	BGM-1819	biparental
BR-18-124-55	BGM-0968	BGM-1819	biparental
BR-18-124-56	BGM-0968	BGM-1819	biparental
BR-18-124-57	BGM-0968	BGM-1819	biparental
BR-18-124-58	BGM-0968	BGM-1819	biparental
BR-18-124-59	BGM-0968	BGM-1819	biparental
BR-18-125-01	BGM-1028	BGM-0872	biparental
BR-18-125-02	BGM-1028	BGM-0872	biparental
BR-18-126-03	BGM-1144	BGM-1662	biparental
BR-18-126-05	BGM-1144	BGM-1662	biparental
BR-18-126-06	BGM-1144	BGM-1662	biparental
BR-18-126-07	BGM-1144	BGM-1662	biparental
BR-18-126-08	BGM-1144	BGM-1662	biparental
BR-18-127-01	BGM-1163	BGM-0061	biparental
BR-18-127-02	BGM-1163	BGM-0061	biparental
BR-18-127-03	BGM-1163	BGM-0061	biparental
BR-18-127-04	BGM-1163	BGM-0061	biparental
BR-18-127-05	BGM-1163	BGM-0061	biparental
BR-18-127-06	BGM-1163	BGM-0061	biparental
BR-18-127-07	BGM-1163	BGM-0061	biparental
BR-18-127-08	BGM-1163	BGM-0061	biparental
BR-18-127-09	BGM-1163	BGM-0061	biparental
BR-18-127-10	BGM-1163	BGM-0061	biparental
BR-18-127-11	BGM-1163	BGM-0061	biparental
BR-18-127-12	BGM-1163	BGM-0061	biparental
BR-18-127-13	BGM-1163	BGM-0061	biparental
BR-18-127-14	BGM-1163	BGM-0061	biparental
BR-18-127-15	BGM-1163	BGM-0061	biparental
BR-18-127-16	BGM-1163	BGM-0061	biparental
BR-18-127-17	BGM-1163	BGM-0061	biparental
BR-18-127-18	BGM-1163	BGM-0061	biparental
BR-18-127-19	BGM-1163	BGM-0061	biparental
BR-18-127-20	BGM-1163	BGM-0061	biparental
BR-18-127-21	BGM-1163	BGM-0061	biparental
BR-18-127-22	BGM-1163	BGM-0061	biparental
BR-18-127-23	BGM-1163	BGM-0061	biparental
BR-18-128-01	BGM-1163	BGM-0131	biparental
BR-18-128-02	BGM-1163	BGM-0131	biparental
BR-18-128-03	BGM-1163	BGM-0131	biparental
BR-18-128-04	BGM-1163	BGM-0131	biparental
BR-18-128-05	BGM-1163	BGM-0131	biparental
BR-18-128-06	BGM-1163	BGM-0131	biparental
BR-18-129-01	BGM-1259	BGM-1584	biparental
BR-18-129-02	BGM-1259	BGM-1584	biparental
BR-18-130-01	BGM-1259	BGM-2094	biparental
BR-18-130-02	BGM-1259	BGM-2094	biparental
BR-18-130-03	BGM-1259	BGM-2094	biparental
BR-18-130-04	BGM-1259	BGM-2094	biparental
BR-18-131-01	BGM-1332	BRS-Tapioqueira	biparental
BR-18-131-02	BGM-1332	BRS-Tapioqueira	biparental
BR-18-131-03	BGM-1332	BRS-Tapioqueira	biparental
BR-18-131-04	BGM-1332	BRS-Tapioqueira	biparental
BR-18-132-02	BGM-1444	BGM-0729	biparental
BR-18-132-03	BGM-1444	BGM-0729	biparental
BR-18-132-04	BGM-1444	BGM-0729	biparental
BR-18-132-06	BGM-1444	BGM-0729	biparental
BR-18-132-07	BGM-1444	BGM-0729	biparental
BR-18-132-08	BGM-1444	BGM-0729	biparental
BR-18-132-09	BGM-1444	BGM-0729	biparental
BR-18-132-11	BGM-1444	BGM-0729	biparental
BR-18-132-12	BGM-1444	BGM-0729	biparental
BR-18-133-01	BGM-1662	BGM-0958	biparental
BR-18-133-02	BGM-1662	BGM-0958	biparental
BR-18-133-03	BGM-1662	BGM-0958	biparental
BR-18-134-01	BRS-Caipira	BGM-0685	biparental
BR-18-135-01	BRS-Tapioqueira	BGM-0756	biparental
BR-18-135-02	BRS-Tapioqueira	BGM-0756	biparental
BR-18-136-01	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-02	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-03	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-05	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-06	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-07	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-08	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-09	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-10	BRS-Tapioqueira	BGM-1028	biparental
BR-18-136-11	BRS-Tapioqueira	BGM-1028	biparental
BR-18-137-02	BGM-2094	BGM-0252	biparental
BR-18-137-03	BGM-2094	BGM-0252	biparental
BR-18-137-04	BGM-2094	BGM-0252	biparental
BR-18-137-05	BGM-2094	BGM-0252	biparental
BR-18-137-06	BGM-2094	BGM-0252	biparental
BR-18-137-07	BGM-2094	BGM-0252	biparental
BR-18-137-08	BGM-2094	BGM-0252	biparental
BR-18-137-09	BGM-2094	BGM-0252	biparental
BR-18-137-10	BGM-2094	BGM-0252	biparental
BR-18-137-11	BGM-2094	BGM-0252	biparental
BR-18-137-12	BGM-2094	BGM-0252	biparental
BR-18-137-13	BGM-2094	BGM-0252	biparental
BR-18-138-01	BGM-2151	BGM-0213	biparental
BR-18-138-02	BGM-2151	BGM-0213	biparental
BR-18-139-01	BGM-2151	BGM-0413	biparental
BR-18-139-02	BGM-2151	BGM-0413	biparental
BR-18-139-03	BGM-2151	BGM-0413	biparental
BR-18-139-04	BGM-2151	BGM-0413	biparental
BR-18-139-05	BGM-2151	BGM-0413	biparental
BR-18-140-03	BRS-Dourada	BGM-0252	biparental
BR-18-140-04	BRS-Dourada	BGM-0252	biparental
BR-18-141-01	BGM-2098	BR-11-50-90	biparental
BR-18-141-02	BGM-2098	BR-11-50-90	biparental
BR-18-142-01	BGM-2098	BGM-0269	biparental
BR-18-142-02	BGM-2098	BGM-0269	biparental
BR-18-142-03	BGM-2098	BGM-0269	biparental
BR-18-143-01	BGM-2098	BRS-Rosada	biparental
BR-18-144-01	BGM-0252	BGM-0174	biparental
BR-18-144-02	BGM-0252	BGM-0174	biparental
BR-18-144-03	BGM-0252	BGM-0174	biparental
BR-18-144-04	BGM-0252	BGM-0174	biparental
BR-18-144-05	BGM-0252	BGM-0174	biparental
BR-18-144-06	BGM-0252	BGM-0174	biparental
BR-18-145-01	BGM-0252	BGM-0269	biparental
BR-18-145-02	BGM-0252	BGM-0269	biparental
BR-18-147-01	BGM-0252	BGM-2338	biparental
BR-18-148-01	BRS-Mulatinha	BGM-0413	biparental
BR-18-149-02	BGM-1148		open
BR-18-149-03	BGM-1148		open
BR-18-149-04	BGM-1148		open
BR-18-149-05	BGM-1148		open
BR-18-149-06	BGM-1148		open
BR-18-149-07	BGM-1148		open
BR-18-149-08	BGM-1148		open
BR-18-149-09	BGM-1148		open
BR-18-149-10	BGM-1148		open
BR-18-149-11	BGM-1148		open
BR-18-150-02	BGM-0061		open
BR-18-150-03	BGM-0061		open
BR-18-150-05	BGM-0061		open
BR-18-150-06	BGM-0061		open
BR-18-150-07	BGM-0061		open
BR-18-150-08	BGM-0061		open
BR-18-150-09	BGM-0061		open
BR-18-150-10	BGM-0061		open
BR-18-150-11	BGM-0061		open
BR-18-150-13	BGM-0061		open
BR-18-150-14	BGM-0061		open
BR-18-150-15	BGM-0061		open
BR-18-150-17	BGM-0061		open
BR-18-150-19	BGM-0061		open
BR-18-150-20	BGM-0061		open
BR-18-150-21	BGM-0061		open
BR-18-150-22	BGM-0061		open
BR-18-150-24	BGM-0061		open
BR-18-150-25	BGM-0061		open
BR-18-150-26	BGM-0061		open
BR-18-150-27	BGM-0061		open
BR-18-150-29	BGM-0061		open
BR-18-150-30	BGM-0061		open
BR-18-150-31	BGM-0061		open
BR-18-150-32	BGM-0061		open
BR-18-150-33	BGM-0061		open
BR-18-150-34	BGM-0061		open
BR-18-150-35	BGM-0061		open
BR-18-150-36	BGM-0061		open
BR-18-150-37	BGM-0061		open
BR-18-150-38	BGM-0061		open
BR-18-150-39	BGM-0061		open
BR-18-150-40	BGM-0061		open
BR-18-150-41	BGM-0061		open
BR-18-150-42	BGM-0061		open
BR-18-150-43	BGM-0061		open
BR-18-150-45	BGM-0061		open
BR-18-150-46	BGM-0061		open
BR-18-150-47	BGM-0061		open
BR-18-150-48	BGM-0061		open
BR-18-150-49	BGM-0061		open
BR-18-150-50	BGM-0061		open
BR-18-150-51	BGM-0061		open
BR-18-150-52	BGM-0061		open
BR-18-150-53	BGM-0061		open
BR-18-150-54	BGM-0061		open
BR-18-150-55	BGM-0061		open
BR-18-150-56	BGM-0061		open
BR-18-150-57	BGM-0061		open
BR-18-150-58	BGM-0061		open
BR-18-152-01	BGM-0685		open
BR-18-152-02	BGM-0685		open
BR-18-153-02	BGM-0942		open
BR-18-153-03	BGM-0942		open
BR-18-153-04	BGM-0942		open
BR-18-154-01	BGM-1133		open
BR-18-154-02	BGM-1133		open
BR-18-154-03	BGM-1133		open
BR-18-154-04	BGM-1133		open
BR-18-154-05	BGM-1133		open
BR-18-154-06	BGM-1133		open
BR-18-154-07	BGM-1133		open
BR-18-154-08	BGM-1133		open
BR-18-154-09	BGM-1133		open
BR-18-154-10	BGM-1133		open
BR-18-154-11	BGM-1133		open
BR-18-154-12	BGM-1133		open
BR-18-154-14	BGM-1133		open
BR-18-154-15	BGM-1133		open
BR-18-154-16	BGM-1133		open
BR-18-154-17	BGM-1133		open
BR-18-154-19	BGM-1133		open
BR-18-154-20	BGM-1133		open
BR-18-154-21	BGM-1133		open
BR-18-154-22	BGM-1133		open
BR-18-154-23	BGM-1133		open
BR-18-155-01	BGM-1146		open
BR-18-155-02	BGM-1146		open
BR-18-155-03	BGM-1146		open
BR-18-155-04	BGM-1146		open
BR-18-155-05	BGM-1146		open
BR-18-155-06	BGM-1146		open
BR-18-155-08	BGM-1146		open
BR-18-155-09	BGM-1146		open
BR-18-155-10	BGM-1146		open
BR-18-155-11	BGM-1146		open
BR-18-155-12	BGM-1146		open
BR-18-155-13	BGM-1146		open
BR-18-155-14	BGM-1146		open
BR-18-155-15	BGM-1146		open
BR-18-155-16	BGM-1146		open
BR-18-155-18	BGM-1146		open
BR-18-155-19	BGM-1146		open
BR-18-155-20	BGM-1146		open
BR-18-155-22	BGM-1146		open
BR-18-155-23	BGM-1146		open
BR-18-155-24	BGM-1146		open
BR-18-155-25	BGM-1146		open
BR-18-155-26	BGM-1146		open
BR-18-155-27	BGM-1146		open
BR-18-155-28	BGM-1146		open
BR-18-155-29	BGM-1146		open
BR-18-155-30	BGM-1146		open
BR-18-156-01	BGM-1716		open
BR-18-156-02	BGM-1716		open
BR-18-156-03	BGM-1716		open
BR-18-156-04	BGM-1716		open
BR-18-157-01	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-02	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-04	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-06	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-07	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-08	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-10	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-11	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-13	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-14	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-15	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-17	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-18	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-19	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-20	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-21	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-22	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-23	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-24	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-25	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-26	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-27	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-29	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-31	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-32	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-33	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-34	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-35	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-36	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-37	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-38	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-39	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-41	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-42	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-43	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-44	BGM-2338	BR-11S1-52-23	biparental
BR-18-157-45	BGM-2338	BR-11S1-52-23	biparental
BR-18-158-01	BGM-0935	BGM-1584	biparental
BR-18-158-02	BGM-0935	BGM-1584	biparental
BR-18-F1Polwx-004-03	7909-5Wx		open
BR-18-F1Polwx-004-10	7909-5Wx		open
BR-18-F1Polwx-004-15	7909-5Wx		open
BR-18F1wx-003	BGM-1659	6683-1	biparental
BR-18F1wx-004	BGM-1759	6683-1	biparental
BR-18F1wx-005	BGM-1942	6683-1	biparental
BR-18F1wx-006	BRS-Tapioqueira	6683-1	biparental
BR-18F1Wx-006-2	BRS-Tapioqueira	6683-1	biparental
BR-18F1Wx-006-39	BRS-Tapioqueira	6683-1	biparental
BR-18F1wx-007	BGM-1253	7795-1Wx	biparental
BR-18F1wx-008	BRS-Tapioqueira	7795-1Wx	biparental
BR-18F1wx-009	BGM-2167	7795-1Wx	biparental
BR-18F1wx-010	BGM-2094	7795-1Wx	biparental
BR-18F1wx-012	BGM-1716	7909-2Wx	biparental
BR-18F1wx-013	BGM-1760	7909-2Wx	biparental
BR-18F1wx-014	BGM-1784	7909-2Wx	biparental
BR-18F1wx-015	BGM-1942	7909-2Wx	biparental
BR-18F1wx-016	BGM-2142	7909-2Wx	biparental
BR-18F1wx-019	BGM-0661	7909-4Wx	biparental
BR-18F1wx-020	BGM-0888	7909-4Wx	biparental
BR-18F1wx-021	BGM-2142	7909-5Wx	biparental
BR-18F1wx-024	7909-2Wx	BGM-0888	biparental
BR-18F1wx-025	7909-2Wx	BGM-1253	biparental
BR-18F1wx-026	7909-4Wx	BGM-1253	biparental
BR-18F1wx-027	7909-5Wx	BGM-1253	biparental
BR-18-F2Polwx-004-01	BR-17F1wx-001-04		open
BR-18-F2Polwx-004-03	BR-17F1wx-001-04		open
BR-18-F2Polwx-009-01	BR-17F1wx-001-11		open
BR-18-F2Polwx-013-02	BR-17F1wx-001-15		open
BR-18-F2Polwx-018-02	BR-17F1wx-002-01		open
BR-18-F2Polwx-019-06	BR-17F1wx-002-03		open
BR-18-F2Polwx-026-02	BR-17F1wx-002-10		open
BR-18-F2Polwx-029-28	BR-17F1wx-002-14		open
BR-18-F2Polwx-032-01	BR-17F1wx-002-18		open
BR-18-F2Polwx-032-02	BR-17F1wx-002-18		open
BR-18-F2Polwx-040-01	BR-17F1wx-002-28		open
BR-18-F2Polwx-046-03	BR-17F1wx-002-43		open
BR-18-F2Polwx-047-02	BR-17F1wx-002-44		open
BR-18-F2Polwx-048-03	BR-17F1wx-002-45		open
BR-18-F2Polwx-062-05	BR-17F1wx-003-05		open
BR-18-F2Polwx-065-01	BR-17F1wx-003-08		open
BR-18-F2Polwx-067-01	BR-17F1wx-003-10		open
BR-18-F2Polwx-072-01	BR-17F1wx-003-16		open
BR-18-F2Polwx-073-01	BR-17F1wx-003-18		open
BR-18-F2Polwx-082-01	BR-17F1wx-003-38		open
BR-18-F2wx-011-01	BR-17F1wx-001-03	BR-17F1wx-003-11	biparental
BR-18-F2wx-011-02	BR-17F1wx-001-03	BR-17F1wx-003-11	biparental
BR-18-F2wx-017-02	BR-17F1wx-001-06	BR-17F1wx-003-08	biparental
BR-18-F2wx-023-01	BR-17F1wx-002-03	BR-17F1wx-001-01	biparental
BR-18-F2wx-031-01	BR-17F1wx-002-04	BR-17F1wx-003-18	biparental
BR-18-F2wx-038-01	BR-17F1wx-002-13	BR-17F1wx-003-18	biparental
BR-18-F2wx-038-03	BR-17F1wx-002-13	BR-17F1wx-003-18	biparental
BR-18-F2wx-062-01	BR-17F1wx-003-01	BR-17F1wx-002-27	biparental
BR-18-F2wx-072-01	BR-17F1wx-003-04	BR-17F1wx-002-12	biparental
BR-18-F2wx-072-02	BR-17F1wx-003-04	BR-17F1wx-002-12	biparental
BR-18-F2wx-076-05	BR-17F1wx-003-05	BR-17F1wx-002-03	biparental
BR-18-F2wx-093-02	BR-17F1wx-003-07	BR-17F1wx-002-27	biparental
BR-18-F2wx-094-01	BR-17F1wx-003-07	BR-17F1wx-002-31	biparental
BR-18-F2wx-097-02	BR-17F1wx-003-08	BR-17F1wx-002-06	biparental
BR-18-F2wx-097-03	BR-17F1wx-003-08	BR-17F1wx-002-06	biparental
BR-18-F2wx-097-04	BR-17F1wx-003-08	BR-17F1wx-002-06	biparental
BR-18-F2wx-099-01	BR-17F1wx-003-08	BR-17F1wx-002-37	biparental
BR-18-F2wx-103-01	BR-17F1wx-003-12	BR-17F1wx-002-03	biparental
BR-18-F2wx-106-03	BR-17F1wx-003-12	BR-17F1wx-002-14	biparental
BR-18-F2wx-110-02	BR-17F1wx-003-16	BR-17F1wx-001-06	biparental
BR-18-F2wx-112-02	BR-17F1wx-003-16	BR-17F1wx-002-13	biparental
BR-18-F2wx-112-03	BR-17F1wx-003-16	BR-17F1wx-002-13	biparental
BR-18-F2wx-113-05	BR-17F1wx-003-16	BR-17F1wx-002-14	biparental
BR-18-F2wx-113-07	BR-17F1wx-003-16	BR-17F1wx-002-14	biparental
BR-18-F2wx-113-12	BR-17F1wx-003-16	BR-17F1wx-002-14	biparental
BR-18-F2wx-113-13	BR-17F1wx-003-16	BR-17F1wx-002-14	biparental
BR-18-F2wx-113-14	BR-17F1wx-003-16	BR-17F1wx-002-14	biparental
BR-18-F2wx-116-01	BR-17F1wx-003-16	BR-17F1wx-002-33	biparental
BR-18-F2wx-116-02	BR-17F1wx-003-16	BR-17F1wx-002-33	biparental
BR-18-F2wx-116-03	BR-17F1wx-003-16	BR-17F1wx-002-33	biparental
BR-18-F2wx-116-04	BR-17F1wx-003-16	BR-17F1wx-002-33	biparental
BR-18-F2wx-116-08	BR-17F1wx-003-16	BR-17F1wx-002-33	biparental
BR-18-F2wx-118-02	BR-17F1wx-003-18	BR-17F1wx-002-14	biparental
BR-18-F2wx-120-07	BR-17F1wx-003-21	BR-17F1wx-002-03	biparental
BR-18-F2wx-121-04	BR-17F1wx-003-21	BR-17F1wx-002-04	biparental
BR-18GS-001	BGM-2020	aipim abacate	biparental
BR-18GS-001-1	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-10	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-11	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-12	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-13	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-14	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-15	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-17	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-18	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-19	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-2	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-20	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-21	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-23	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-24	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-25	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-26	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-27	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-28	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-29	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-3	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-30	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-31	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-32	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-33	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-34	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-35	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-37	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-38	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-4	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-40	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-41	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-42	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-43	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-44	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-45	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-47	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-48	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-49	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-5	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-50	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-52	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-53	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-54	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-55	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-56	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-57	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-6	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-8	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-001-9	BRS-Mulatinha	BGM-1148	biparental
BR-18GS-002	BGM-0093	BGM-0046	biparental
BR-18GS-002-111	BGM-0093	BGM-0046	biparental
BR-18GS-002-118	BGM-0093	BGM-0046	biparental
BR-18GS-002-122	BGM-0093	BGM-0046	biparental
BR-18GS-002-132	BGM-0093	BGM-0046	biparental
BR-18GS-002-134	BGM-0093	BGM-0046	biparental
BR-18GS-002-18	BGM-0093	BGM-0046	biparental
BR-18GS-002-3	BGM-0093	BGM-0046	biparental
BR-18GS-002-32	BGM-0093	BGM-0046	biparental
